Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1231,Moise Kean,it ITA,FW,Fiorentina,it Serie A,24.0,2000,22,21,1837,20.4,15,2,17,14,1,2,4,0,12.7,11.1,1.7,12.9,0.78,0.71,28,22,101,70,30,42.9,3.43,1.47,0.20,0.47,14.4,0,1,2,12.7,11.1,0.16,+2.3,+2.9,158,221,71.5,2536,449,2,1.7,1.0,+0.3,14,8,8,1,22,198,21,1,1,4,9,3,0,0,0,0,158,6,4,1,2,3,4,75.0,1,8,0,8,1,7,18,1,40,1.96,19,0,12,6,2,1,3,0.15,476,20,33,199,255,95,474,68,32,47.1,31,45.6,310,1643,709,28,15,20,65,44,373,101,4,0,0,28,35,41,9,1,4,0,1,0,36,36,36,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Michael Keane,eng ENG,DF,Everton,eng Premier League,32.0,1993,10,9,813,9.0,2,0,2,2,0,0,4,0,0.4,0.4,0.1,0.5,0.22,0.06,1,12,3,8,3,37.5,0.89,0.33,0.25,0.67,14.8,0,0,0,0.4,0.4,0.05,+1.6,+1.6,253,309,81.9,5832,1865,0,0.1,0.0,-0.1,2,17,0,0,12,304,1,1,0,11,1,0,0,0,0,0,253,10,7,7,2,1,10,70.0,3,9,6,3,10,20,50,0,6,0.66,6,0,0,0,0,0,0,0.00,409,78,226,167,18,14,409,1,0,0.0,1,100.0,187,736,234,1,1,0,0,2,236,3,4,0,0,9,0,0,1,10,7,0,0,0,23,19,14,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Yassine Kechta,ma MAR,"MF,FW",Le Havre,fr Ligue 1,22.0,2002,19,14,1210,13.4,0,0,0,0,0,0,3,0,1.0,1.0,0.9,1.9,0.00,0.14,25,49,53,16,6,37.5,1.19,0.45,0.00,0.00,27.3,0,0,0,1.0,1.0,0.06,-1.0,-1.0,335,426,78.6,5394,1678,0,0.9,1.0,-0.9,10,31,12,4,49,410,13,4,2,3,9,1,0,0,0,0,335,39,23,19,15,5,54,38.9,33,17,2,15,13,52,20,1,30,2.23,17,0,1,2,8,2,2,0.15,575,20,136,306,146,14,575,9,3,33.3,4,44.4,289,1771,958,25,18,1,25,17,355,53,3,0,0,20,23,2,9,13,23,0,0,0,67,5,17,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,28.0,1996,18,18,1620,18.0,4,0,4,4,0,0,0,0,1.2,1.2,0.3,1.4,0.22,0.08,9,85,2,8,7,87.5,0.44,0.39,0.50,0.57,8.5,0,0,0,1.2,1.2,0.15,+2.8,+2.8,1114,1249,89.2,20343,8850,0,0.3,0.4,-0.3,3,74,1,0,85,1176,70,64,1,6,1,1,0,0,0,0,1114,31,20,22,9,0,30,60.0,12,14,8,6,25,56,83,1,17,0.94,15,1,0,1,0,0,3,0.17,1439,136,651,753,41,13,1439,3,1,33.3,1,33.3,833,4091,2375,9,5,0,6,2,963,2,0,0,0,12,17,1,1,25,20,0,0,0,98,38,26,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Abdoulaye Keita,es ESP,"FW,MF",Getafe,es La Liga,22.0,2002,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.05,1,2,4,2,0,0.0,1.89,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.02,0.0,0.0,15,27,55.6,256,67,0,0.0,0.1,0.0,0,3,1,1,2,26,1,0,0,1,1,1,0,0,0,0,15,2,2,0,1,1,4,50.0,2,1,0,1,0,2,3,0,1,0.95,1,0,0,0,0,0,0,0.00,41,3,10,19,12,1,41,3,1,33.3,2,66.7,21,70,22,1,0,0,3,3,25,4,0,0,0,6,0,0,1,0,2,0,0,0,6,3,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Mandela Keita,be BEL,MF,Parma,it Serie A,22.0,2002,16,10,694,7.7,0,1,1,0,0,0,6,1,0.0,0.0,0.6,0.7,0.13,0.09,5,19,2,1,0,0.0,0.13,0.00,0.00,,28.6,0,0,0,0.0,0.0,0.02,0.0,0.0,284,311,91.3,4498,1152,1,0.6,0.4,+0.4,9,28,3,0,19,307,4,4,1,2,0,0,0,0,0,0,284,21,11,3,15,3,13,46.2,7,8,3,5,5,26,12,1,20,2.60,18,0,2,0,0,0,1,0.13,380,17,85,237,68,0,380,11,5,45.5,3,27.3,228,1111,488,5,9,0,12,6,245,2,6,1,1,12,16,0,0,5,11,0,1,0,41,8,3,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Yannik Keitel,de GER,MF,Stuttgart,de Bundesliga,24.0,2000,8,1,157,1.7,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,0.00,0.22,2,8,2,3,1,33.3,1.72,0.57,0.00,0.00,18.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4,98,119,82.4,1491,467,0,0.0,0.1,0.0,1,12,3,0,8,117,2,2,0,1,1,0,0,0,0,0,98,5,4,1,3,1,6,83.3,1,3,1,2,2,7,3,0,2,1.15,2,0,0,0,0,0,0,0.00,139,3,22,92,26,2,139,1,1,100.0,0,0.0,73,311,135,2,0,1,2,1,104,2,1,0,0,1,3,0,1,2,4,0,0,0,5,3,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Andu Kelati,de GER,"MF,DF",Holstein Kiel,de Bundesliga,22.0,2002,6,2,240,2.7,1,1,2,1,0,0,2,1,0.9,0.9,0.8,1.7,0.75,0.63,2,16,8,6,3,50.0,2.25,1.13,0.17,0.33,13.3,0,0,0,0.9,0.9,0.14,+0.1,+0.1,79,103,76.7,1501,457,1,0.8,0.2,+0.2,3,10,3,2,16,102,1,0,1,0,5,0,0,0,0,0,79,6,3,2,4,0,4,50.0,2,3,1,2,3,9,3,0,8,3.00,7,0,0,1,0,0,1,0.37,135,4,29,75,34,8,135,2,1,50.0,1,50.0,71,249,98,2,0,0,6,4,86,8,2,1,1,4,4,0,5,3,3,0,0,0,15,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,26.0,1998,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,221,296,74.7,4749,2888,0,0.0,0.0,0.0,0,5,0,0,0,265,31,16,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0.37,3,0,0,0,0,0,1,0.12,309,230,308,1,0,0,309,1,1,100.0,0,0.0,232,851,453,0,0,0,1,0,209,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,100.0,9,1.13,31,21,71.0,6,2,0,3,37.5,1,0,1,0,10.4,0.31,+1.4,+0.17,25,94,26.6,281,37,29.9,29.1,87,4,4.6,8,1.00,15.1
1240,Thomas Keller,de GER,"DF,MF",Heidenheim,de Bundesliga,25.0,1999,1,1,59,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,29,38,76.3,524,225,0,0.0,0.0,0.0,0,1,0,0,5,35,3,0,0,0,0,3,0,0,0,0,29,0,0,0,0,0,1,0.0,1,1,1,0,0,0,4,0,1,1.53,1,0,0,0,0,0,0,0.00,44,4,17,25,2,0,44,0,0,,0,,22,102,65,0,0,0,0,0,29,0,1,0,0,3,4,0,0,0,0,0,0,0,0,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Lloyd Kelly,eng ENG,DF,Newcastle Utd,eng Premier League,26.0,1998,10,4,303,3.4,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,0.30,0.26,0,9,5,3,0,0.0,0.89,0.00,0.00,,7.3,0,0,0,0.4,0.4,0.14,-0.4,-0.4,146,181,80.7,2636,867,1,0.5,0.1,+0.5,2,6,1,1,9,159,22,7,0,0,1,15,0,0,0,0,146,5,4,4,1,0,1,100.0,0,6,4,2,1,6,17,0,2,0.59,2,0,0,0,0,0,1,0.30,215,26,105,94,19,4,215,3,2,66.7,1,33.3,120,474,202,0,2,0,3,2,129,5,2,0,0,5,5,1,1,1,4,0,0,0,19,6,2,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,26.0,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.06,0,0,0,1,0,0.0,2.00,0.00,0.00,,18.5,0,0,0,0.0,0.0,0.03,0.0,0.0,10,18,55.6,126,17,0,0.0,0.0,0.0,0,1,0,0,0,14,4,0,0,0,0,4,0,0,0,0,10,1,0,0,1,0,1,100.0,0,0,0,0,0,1,2,0,0,0.00,0,0,0,0,0,0,0,0.00,23,3,12,9,2,2,23,0,0,,0,,9,33,8,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,20.0,2004,15,11,922,10.2,1,0,1,1,0,0,3,0,0.9,0.9,0.6,1.5,0.10,0.15,5,42,19,11,3,27.3,1.07,0.29,0.09,0.33,17.4,1,0,0,0.9,0.9,0.09,+0.1,+0.1,351,465,75.5,5960,1692,0,0.6,0.7,-0.6,10,28,6,1,42,445,16,3,0,4,5,1,3,2,0,1,351,10,4,4,5,1,14,35.7,9,14,3,11,6,16,15,0,21,2.05,18,2,0,0,0,1,2,0.20,549,16,117,331,105,18,549,9,6,66.7,3,33.3,260,952,437,5,5,1,11,1,329,19,3,0,0,15,2,1,5,6,4,0,1,0,58,19,14,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Marc-Oliver Kempf,de GER,DF,Como,it Serie A,30.0,1995,19,19,1676,18.6,0,0,0,0,0,0,3,0,0.8,0.8,1.0,1.7,0.00,0.09,14,63,1,12,1,8.3,0.64,0.05,0.00,0.00,12.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8,971,1118,86.9,16860,6451,0,1.0,0.9,-1.0,6,83,6,1,63,1026,84,37,3,9,3,12,0,0,0,0,971,21,13,10,10,1,19,52.6,9,17,11,6,28,49,82,1,26,1.40,22,0,0,4,0,0,1,0.05,1306,182,648,606,59,15,1306,5,4,80.0,1,20.0,745,3582,1837,14,7,1,5,3,839,1,3,0,0,10,9,0,3,28,13,0,0,0,72,70,25,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Kenedy,br BRA,"MF,FW",Valladolid,es La Liga,29.0,1996,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.29,1,0,2,1,0,0.0,10.00,0.00,0.00,,7.2,0,0,0,0.0,0.0,0.03,0.0,0.0,1,2,50.0,10,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,5,0,0,1,4,2,5,1,0,0.0,1,100.0,4,15,4,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Luca Kerber,de GER,MF,Heidenheim,de Bundesliga,22.0,2002,13,5,541,6.0,1,0,1,1,0,0,4,0,0.4,0.4,0.4,0.8,0.17,0.13,1,12,9,5,3,60.0,0.83,0.50,0.20,0.33,14.7,0,0,0,0.4,0.4,0.07,+0.6,+0.6,129,172,75.0,2410,538,0,0.4,0.3,-0.4,3,5,3,0,12,167,3,2,0,1,1,1,0,0,0,0,129,19,13,12,6,1,19,52.6,9,7,2,5,2,21,16,0,5,0.83,3,0,0,1,1,0,1,0.17,254,21,85,130,39,8,254,2,0,0.0,1,50.0,128,497,173,1,0,1,9,3,143,9,4,0,0,13,4,0,1,2,13,0,0,0,16,6,14,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,21.0,2003,24,24,2087,23.2,2,3,5,2,0,0,3,0,0.4,0.4,2.9,3.2,0.22,0.14,60,107,115,13,3,23.1,0.56,0.13,0.15,0.67,20.9,0,0,0,0.4,0.4,0.03,+1.6,+1.6,789,1021,77.3,12643,4433,3,2.9,1.7,+0.1,22,54,25,15,107,845,172,9,2,1,73,163,0,0,0,0,789,33,18,16,14,3,27,59.3,11,21,8,13,30,63,67,1,53,2.29,45,3,1,1,1,2,6,0.26,1259,77,313,531,428,37,1259,29,12,41.4,9,31.0,635,3595,2158,60,37,8,32,11,676,115,3,0,0,21,27,1,73,30,18,0,0,0,109,13,30,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Reda Khadra,de GER,"MF,FW",Reims,fr Ligue 1,23.0,2001,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.03,4,4,7,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,22,30,73.3,338,98,0,0.0,0.0,0.0,1,1,1,0,4,27,3,3,1,0,3,0,0,0,0,0,22,1,1,1,0,0,1,0.0,1,0,0,0,0,1,1,0,2,2.25,2,0,0,0,0,0,0,0.00,38,1,8,12,22,1,38,7,4,57.1,2,28.6,28,305,185,4,6,0,1,0,25,7,0,0,0,0,3,0,3,0,1,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Bilal El Khannouss,ma MAR,MF,Leicester City,eng Premier League,20.0,2004,19,14,1095,12.2,2,1,3,2,0,0,1,0,0.5,0.5,1.8,2.3,0.25,0.19,29,63,41,14,3,21.4,1.15,0.25,0.14,0.67,23.9,0,0,0,0.5,0.5,0.04,+1.5,+1.5,419,556,75.4,7350,1881,1,1.8,1.4,-0.8,17,50,13,1,63,481,74,15,5,5,37,9,14,9,3,1,419,29,15,8,17,4,12,58.3,5,13,3,10,4,33,4,0,30,2.47,24,2,3,1,0,0,2,0.16,657,6,79,362,222,15,657,28,20,71.4,8,28.6,371,2118,982,29,19,3,18,15,433,41,1,0,0,20,5,0,37,4,15,0,0,0,44,14,8,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,34.0,1991,20,9,870,9.7,1,1,2,1,0,0,3,0,1.6,1.6,2.1,3.7,0.21,0.38,15,27,41,25,5,20.0,2.59,0.52,0.04,0.20,24.1,4,0,0,1.6,1.6,0.06,-0.6,-0.6,180,279,64.5,3079,979,1,2.1,1.7,-1.1,16,23,6,4,27,234,44,8,2,3,41,4,19,5,11,0,180,19,14,4,11,4,16,43.8,9,10,1,9,4,23,6,0,30,3.11,19,5,1,1,3,1,2,0.21,392,12,48,170,182,30,392,19,5,26.3,13,68.4,204,1165,489,15,11,6,18,23,246,41,3,0,0,16,22,4,41,4,14,0,0,0,37,7,17,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,31.0,1994,19,18,1587,17.6,0,0,0,0,0,0,5,0,0.6,0.6,0.3,0.9,0.00,0.05,6,49,18,8,0,0.0,0.45,0.00,0.00,,17.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,446,613,72.8,6381,2102,0,0.3,0.7,-0.3,5,45,6,1,49,590,13,7,0,0,12,0,0,0,0,0,446,43,25,17,24,2,25,68.0,8,17,7,10,24,67,28,0,20,1.13,18,0,0,1,0,1,1,0.06,782,42,205,447,131,21,782,5,2,40.0,3,60.0,306,1154,434,6,4,1,13,5,394,18,5,0,0,31,10,0,12,24,25,0,1,0,64,21,16,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,20.0,2004,1,1,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.03,0,2,0,1,0,0.0,1.70,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,41,48,85.4,707,195,0,0.0,0.0,0.0,0,0,0,0,2,47,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,,0,1,1,0,0,0,1,1,1,1.70,1,0,0,0,0,0,0,0.00,52,8,33,19,1,0,52,1,0,0.0,1,100.0,41,163,44,0,0,0,0,0,43,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,20.0,2004,13,11,975,10.8,0,0,0,0,0,0,2,1,0.2,0.2,0.3,0.6,0.00,0.05,2,43,6,6,4,66.7,0.55,0.37,0.00,0.00,24.6,2,0,0,0.2,0.2,0.04,-0.2,-0.2,483,548,88.1,8942,3769,0,0.3,0.2,-0.3,2,39,4,1,43,521,26,13,0,3,5,8,0,0,0,0,483,15,11,9,5,1,11,63.6,4,17,11,6,26,41,57,0,11,1.02,9,0,0,2,0,0,0,0.00,683,90,335,322,34,4,683,1,1,100.0,0,0.0,339,1452,642,2,4,0,5,1,392,6,2,1,0,13,3,0,5,26,11,0,1,0,50,27,12,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Kialonda,ao ANG,DF,Lecce,it Serie A,27.0,1997,15,15,1350,15.0,0,1,1,0,0,0,3,0,1.0,1.0,0.3,1.3,0.07,0.09,3,19,2,10,0,0.0,0.67,0.00,0.00,,7.9,0,0,0,1.0,1.0,0.10,-1.0,-1.0,558,652,85.6,11710,3987,1,0.3,0.5,+0.7,4,14,0,0,19,627,24,20,0,3,2,2,0,0,0,0,558,24,7,18,6,0,12,83.3,2,30,21,9,17,41,73,1,9,0.60,7,0,0,2,0,0,1,0.07,834,150,545,260,35,24,834,7,6,85.7,1,14.3,398,1706,760,3,1,1,9,1,526,2,3,0,0,6,12,0,2,17,7,0,1,0,35,55,24,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Kiké,es ESP,FW,Alavés,es La Liga,35.0,1989,22,16,1452,16.1,9,0,9,7,2,2,5,1,5.2,3.6,0.7,4.4,0.43,0.37,12,33,72,30,13,43.3,1.86,0.81,0.23,0.54,16.0,0,2,2,5.2,3.6,0.12,+3.8,+3.4,212,327,64.8,3093,639,0,0.7,1.1,-0.7,9,21,6,1,33,314,11,2,3,3,7,1,0,0,0,0,212,9,8,1,6,2,4,50.0,2,3,1,2,0,9,12,0,24,1.49,19,0,0,1,4,0,4,0.25,487,11,36,239,220,63,485,21,8,38.1,11,52.4,281,1164,394,12,7,4,54,24,389,72,5,1,1,35,33,16,7,0,8,1,0,0,54,68,57,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Max Kilman,eng ENG,DF,West Ham,eng Premier League,27.0,1997,24,24,2088,23.2,0,1,1,0,0,0,3,0,1.4,1.4,0.9,2.3,0.04,0.10,20,89,3,10,2,20.0,0.43,0.09,0.00,0.00,7.9,0,0,0,1.4,1.4,0.14,-1.4,-1.4,1024,1189,86.1,20278,7305,1,0.9,0.8,+0.1,11,80,2,0,89,1162,24,18,0,11,0,1,0,0,0,0,1024,22,11,9,10,3,19,78.9,4,38,25,13,28,50,124,4,18,0.78,16,0,2,0,0,0,3,0.13,1449,285,812,585,64,22,1449,16,11,68.8,1,6.3,777,3430,1975,20,6,2,10,1,958,3,3,0,0,9,8,1,0,28,11,0,0,0,101,67,31,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,30.0,1995,21,21,1890,21.0,1,6,7,1,0,0,3,0,1.2,1.2,5.5,6.7,0.33,0.32,37,239,49,23,7,30.4,1.10,0.33,0.04,0.14,23.9,4,0,0,1.2,1.2,0.05,-0.2,-0.2,2267,2517,90.1,40503,11329,6,5.5,7.3,+0.5,57,290,30,6,239,2304,207,87,15,30,114,33,84,51,14,1,2267,33,19,6,22,5,33,66.7,11,16,1,15,15,48,18,2,109,5.19,79,26,1,3,0,0,15,0.71,2654,44,346,1618,704,12,2654,16,9,56.3,6,37.5,1625,8420,3581,37,60,0,13,5,2102,49,3,0,0,10,14,2,114,15,19,0,0,0,133,9,5,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Joshua King,eng ENG,"MF,FW",Fulham,eng Premier League,18.0,2007,5,1,80,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.00,0.70,1,4,9,1,0,0.0,1.13,0.00,0.00,,5.3,0,0,0,0.2,0.2,0.20,-0.2,-0.2,32,37,86.5,477,92,0,0.4,0.7,-0.4,3,2,1,0,4,37,0,0,0,0,1,0,0,0,0,0,32,5,3,2,3,0,2,0.0,2,2,0,2,1,6,1,0,4,4.50,3,0,1,0,0,0,0,0.00,54,2,8,19,28,7,54,7,4,57.1,3,42.9,22,176,70,1,3,0,1,3,36,9,0,0,0,2,2,0,1,1,3,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,33.0,1992,19,15,1176,13.1,4,2,6,4,0,0,2,0,4.5,4.5,1.6,6.0,0.46,0.46,25,23,75,33,14,42.4,2.53,1.07,0.12,0.29,16.1,0,0,0,4.5,4.5,0.13,-0.5,-0.5,178,248,71.8,2257,454,2,1.6,1.2,+0.4,13,10,9,1,23,233,12,0,0,0,7,1,0,0,0,0,178,6,6,2,2,2,8,25.0,6,8,3,5,3,9,16,0,21,1.61,14,0,2,2,1,2,4,0.31,398,19,51,174,183,61,398,44,24,54.5,19,43.2,205,1340,652,25,15,8,31,21,269,75,2,0,0,25,18,6,7,3,6,1,0,0,42,28,39,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Antonín Kinský,cz CZE,GK,Tottenham,eng Premier League,21.0,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.02,1,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,116,145,80.0,2699,1686,0,0.1,0.0,-0.1,1,2,0,0,1,123,22,3,0,0,0,0,0,0,0,0,116,3,1,3,0,0,1,100.0,0,0,0,0,0,3,5,1,1,0.25,1,0,0,0,0,0,0,0.00,156,134,154,2,0,0,156,0,0,,0,,97,444,267,1,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,100.0,7,1.75,16,11,56.3,1,0,3,1,25.0,0,0,0,0,4.5,0.28,-0.5,-0.12,12,33,36.4,126,16,23.8,29.1,75,3,4.0,4,1.00,10.1
1261,Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,28.0,1996,18,16,1422,15.8,0,1,1,0,0,0,3,0,0.6,0.6,0.6,1.2,0.06,0.08,9,53,1,7,1,14.3,0.44,0.06,0.00,0.00,13.2,0,0,0,0.6,0.6,0.09,-0.6,-0.6,727,823,88.3,13661,4999,1,0.6,0.7,+0.4,5,52,2,0,53,785,36,27,2,3,3,1,0,0,0,0,727,30,20,23,7,0,31,74.2,8,23,12,11,19,49,92,2,20,1.27,16,1,1,1,0,1,2,0.13,999,151,556,415,37,15,999,7,7,100.0,0,0.0,560,3028,1580,9,7,0,9,2,664,1,3,0,0,16,6,0,3,19,20,0,1,0,52,25,14,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,24.0,2000,8,2,327,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.02,1,8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,147,175,84.0,2623,792,0,0.1,0.0,-0.1,1,8,0,0,8,167,7,2,0,1,0,2,0,0,0,0,147,4,2,3,1,0,5,60.0,2,5,2,3,1,5,16,1,1,0.28,1,0,0,0,0,0,0,0.00,202,31,91,103,8,0,202,2,1,50.0,1,50.0,94,333,153,1,0,0,0,0,138,0,0,0,0,5,1,0,0,1,2,0,0,0,9,5,3,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,29.0,1995,20,20,1768,19.6,13,5,18,12,1,2,2,0,10.7,9.0,4.1,13.1,0.87,0.76,28,36,95,58,28,48.3,2.95,1.43,0.21,0.43,13.8,0,1,2,10.7,9.0,0.16,+2.3,+3.0,296,498,59.4,3977,953,5,4.1,3.0,+0.9,18,18,12,1,36,467,25,0,6,3,12,9,0,0,0,0,296,18,10,3,9,6,27,22.2,21,26,2,24,8,26,38,0,50,2.55,34,1,1,8,3,3,11,0.56,740,41,79,382,286,101,738,24,8,33.3,16,66.7,384,1682,643,28,13,18,47,33,528,95,2,0,0,53,18,18,12,8,10,1,0,0,39,87,77,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
